"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.30665278102254","6.9023100435769","7.95498848469518","8.93063579167313","5.04993011987483","3.90624453711619","-1.76188845622674","8.41905345726528","7.31348560861709","4.39922749888841","2.99238671558872","3.60966685389022","1.96603932556498","4.10698936788808","3.3825564208221","3.59044509725186","3.91384222806738","-2.75119185286334","8.20084342280497","3.32470453276082","6.4826235003909","4.54098923588238",
"Afghanistan","AFG","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-21.6273223437792","-6.9053568653829","5.84003627623326","",
"Africa Western and Central","AFW","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66070039271554","17.0534446737401","24.4808819791035","17.9184476750015","2.06732151134896","4.41330752790552","-20.2817469991268","30.4995788460191","17.5502304615239","5.46828487555457","2.29529878029338","-1.23199591994502","-12.8112107401842","4.09867251894862","-4.71002828921672","7.43225996449188","11.5680940334872","-21.8952583584812","19.4223377062778","4.07745429568109","-5.649114875818","2.7469231146551",
"Albania","ALB","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2168962819037","-12.5317303263024","9.65884853315455","15.7178134805801","8.68587937053633","9.57477112933032","3.32379946780375","5.80455567581627","6.4241170819991","3.6778255932566","6.93195609032364","7.28347284118698","5.80460849703182","1.0846267760313","2.21680844818223","1.96791083018519","0.281655718903522","3.98511795111919","2.18865091131313","3.18750393470818","4.68999851550997","2.5817794857127","3.5344555465701","0.881311801965893","-4.44562986390984","9.41165807698015","6.55361603986009","6.06462094367544","",
"Andorra","AND","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.30621209326532","6.62916924199411","11.8661016419032","12.4406231997481","11.6956965673414","5.94749963429825","12.4788439890222","-12.7589678708974","8.44915821225219","13.3568723395863","7.28557583496358","0.9651387493778","-1.28481585945626","-9.95344105624031","1.15199042537819","5.68585917612995","6.93161846822204","0.909276627487316","-11.8932625718677","14.1083869393109","16.6904298496841","-1.84058033221191","",
"United Arab Emirates","ARE","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.876767754337379","7.57409912138547","11.2383544163123","13.1606692165323","17.0551043559057","6.91420634507504","9.01601881968827","-17.124676452019","-5.10700639228561","17.4470928862307","3.33988740666217","4.65919820718237","3.27843428009689","-8.71862250922852","2.31042280316018","5.47852101301393","4.31701058643732","0.298670260087704","-16.9165787513692","13.7631530472966","25.726096414936","5.12665084882964","",
"Argentina","ARG","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","7.55629982892016","-7.38493445832381","-3.00650017673861","12.4522795351221","11.9684335952603","-1.31258474684515","0.465221424734281","2.63758440052699","9.62929073247865","-0.701420881006655","10.7607823677027","-0.377589469895014","5.36154957609676","4.54475892569361","0.910587378216448","-3.03763705086143","4.87162397032506","-5.11647309404938","11.1260750908841","4.31634895427734","-6.89824842082308","-6.62220041706375","4.86810620326293","2.22581528187973","-5.46357941997421","5.96268872015186","2.26265560736591","-0.380894940550135","-10.323078195266","-2.08461138838048","12.5746706908404","12.7921849028276","9.52086110981749","6.17888689315097","-5.2718400588992","6.68159494395314","9.09437714336627","2.98059846470669","-4.94299521753815","-0.335363459925148","-6.22790368018281","-10.5171382021662","9.24128108174568","0.529443240597644","7.54682886274685","18.8171530726161","10.6226270216781","6.30703392526051","-7.17123488465423","11.2758228689262","9.45057175076691","-0.552661157082383","2.12953871976002","-3.29616345887902","2.89435507486687","-1.86174316969657","3.99372040392758","-4.00873853854779","-4.28506607799207","-8.95569087594296","13.5018974078873","6.18601866758203","-1.91322363208614","-5.01031738825091",
"Armenia","ARM","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.58607285980216","6.78924059377756","8.19605407639582","2.71551142608588","3.121150132726","6.74124253735782","10.6483139051929","13.9809783544934","14.9565688764012","9.97205469292403","14.5575425699831","13.6573266251097","14.0693314399687","6.37194296467773","-18.7043142840285","5.94538722847682","-1.51663137383966","4.82634582364581","2.83331277797146","0.649262758676244","0.744826283805196","-2.22702134934687","8.72538417904845","3.87512771602255","6.24710800287272","-7.4625651617428","5.03802661963819","12.4742462022543","7.45169189348078","2.60413530920907",
"American Samoa","ASM","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.529997148008476",
"Austria","AUT","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","4.97039348124173","6.36261821647422","5.43020573970657","3.01622581469623","-0.0231962509311074","3.68025645289637","4.11782134193813","1.0446704225659","5.33185751588228","0.465169467004301","-0.123840147826172","3.08066477070821","2.62273188945876","0.357327709358216","2.75860265924538","2.15107594120015","1.4176870288789","3.79731829397423","4.17637415465637","4.87542814647438","2.72656232613842","1.62666731868124","0.640662439020304","2.10514507422049","2.57125734160792","2.07146451922473","1.61813317554353","3.36410409835443","2.69300541997781","3.82573457468649","0.950659420909375","2.90761705332956","1.59845086091902","2.56329862969471","1.97225334254725","3.37099106085013","3.34599365221715","1.88749066295355","-3.98968172580264","2.09949006337966","1.5517432538249","0.124487958045279","-0.074408831126533","1.01888882065791","0.855794709034228","3.53997059122906","0.737020125308874","2.21116038386926","2.22259028913369","-4.61532749123108","4.8138322379241","1.07626317742904","-1.14336080701139","",
"Azerbaijan","AZE","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.38399636912453","0.0685244578956485","6.58100785214317","7.59318524424579","3.80230828565584","11.8885396832347","1.27181604910307","11.0603062374991","15.6802449203662","12.3306767193887","38.0192227881084","52.019735685625","18.3445983252095","25.6538638640337","-14.4517030119542","-8.0548351979713","13.5787641210578","-3.89320474209707","","","","","","","","","","","","",
"Burundi","BDI","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32638608443656","0.501598899372297","2.11071547732959","-1.14313730905603","4.02631170635492","-1.91784318259933","5.12875848627613","6.55587999817841","7.2101384578376","3.73844352504283","5.6090286214347","2.55801913287415","7.32970226465284","1.3255355584287","5.56968931540895","6.33018209937116","3.67066605106818","11.3773868181831","-4.33056151526129","1.90233116458383","1.39448736703049","3.95983173666026","3.81297765632907","1.87201324748159","3.95827854817834","3.11901522333433","",
"Belgium","BEL","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","3.33377493328339","6.07851380058068","6.35101911308367","3.29006880335176","-2.50975959729529","5.53732832976897","0.35065226833693","2.74240458036397","1.74729100621764","2.36207421165669","-1.26261075212864","0.0200198642725979","0.919930428531075","2.7788348854094","2.49040634742816","3.83264141498296","2.7857562419679","5.58335674067827","3.60882268840604","2.94371701845787","2.22350845100027","2.42723284734221","0.691950832658378","3.90649606299947","2.21748255063268","0.99446594886308","3.96493531235298","2.17474153457586","2.94263879920074","3.00445372141193","0.532287203205911","2.13235007701719","0.867279009216659","2.50553917750467","1.72082134773844","2.28476047901076","3.75870505980609","-0.765603144341355","-0.292077516246565","1.07882446754269","-0.627805374106202","2.29438382290871","0.661158885872652","1.48295294798886","1.67267664645132","1.28681491051385","1.14830037213214","1.31983965776885","2.92839878088844","-4.41255738675835","5.51180536535372","0.748925505717878","2.76118615414707","",
"Benin","BEN","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","3.05486615240804","-3.30210585906528","4.96712794571359","6.4369648493781","5.37242631517071","4.93228286184058","1.37677155399578","5.64283969926196","1.20322264340315","2.64250148758096","-0.959440595189392","5.11280931562814","","","-6.76874343556156","","","2.03269790757274","7.05922447949079","7.19133260630227","3.73751156953443","3.03440269794564","-4.15659585230551","8.22484500852315","6.49102596682873","-0.374064199599744","-1.89313486748763","3.46877438508039","-1.60222361764684","11.5444405809781","4.79945921034728","0.541197176060379","6.86598946307275","0.471341374428619","6.4133753534941","7.97111547692757","6.00146727092465","3.60439783334002","3.4101675870337","7.67008007062635","4.73435826493036","5.66219759727645","4.07162174973656","6.16621924010215","0.0941586602258582","3.71376730609111","5.13379741093306","5.62184984801661","3.00805286428592","2.11868362866549","4.08832930375884","4.71224831567139","8.2970828512565","5.7849687601441","2.63001108081878","4.70961946641562","4.72261100480074","6.2066656345942","8.05481102550026","3.02334497190522","6.9889390461676","5.64035132840746","5.57479109354003","7.83198495804749",
"Burkina Faso","BFA","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","1.32497836240219","9.39402779393694","4.10808112437631","2.04202390507113","-3.87382356915096","2.44000007308986","0.458081282328607","1.10536217082927","6.66173973279538","0.877334402420587","8.1830181848771","3.3850720808292","2.9377303568523","-0.164013869026846","4.85322733210036","4.01121991737297","6.76596765452973","-0.443219842739111","-0.927178975433478","12.9967118058681","8.51109291545069","-0.684954216389528","6.18452039767415","1.10356745282303","0.165747731485126","7.81057375782991","0.13498989943534","2.62339042555526","-5.04773246360435","6.58467081944995","11.1492850835109","5.95462323471875","8.14556169164891","2.44031537744375","1.05593978361773","7.3642853738673","4.50984382300436","7.77962278707854","4.75920922806867","7.85488216003654","6.19236421474551","3.89394376515662","5.64243757962726","2.42324277523005","9.29822211908795","8.41535866586594","10.025709781993","2.84395888862225","2.40589714387987","4.53818628980432","8.1310830790672","7.33826155265498","7.77335177400322","7.8105574881469","5.25065810331522","4.44335106660603","1.83940949777914","1.98005161035601","11.7538827135665",
"Bangladesh","BGD","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","2.12596396187561","-3.53982648620482","-1.42694946386187","5.68066708715543","5.17326608276218","5.4941862681664","1.14028378686871","6.76834182389494","1.36774885053042","6.67567761117039","3.23650553842153","4.71082310056738","5.21050229589936","4.33690792642436","2.26636918156385","2.77971689403864","5.31755533786399","4.85019901134956","5.68880315171374","5.82825682972316","4.01346551415875","4.66533324784287","4.43280965133397","5.83263325342233","5.84251571086203","4.28798764513436","5.69133503067587","4.24930305626694","5.55996648172159","4.73624673726005","8.20823492503943","6.81896041683355","8.07722769066636","8.23873234275491","4.17480177421172","5.57183065584069","5.94260384286456","5.45256033083925","6.76528673737795","5.70222723341554","4.81454933659433","6.27037679560985","7.22349429094722","5.34051410271874","7.86536477610693","8.01568503052006","3.47995596321726","8.09743992281533","5.78528643574691","5.79985059078267","4.56358900266287",
"Bulgaria","BGR","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.14745975556768","-21.8532455692381","13.2399783610652","-5.64517605812867","8.12546107683016","6.05251340176875","8.13550062651535","5.24082623739703","5.21941575474723","4.7789331306123","4.77206178059448","1.08809131202594","9.24007583913153","3.35213593162804","2.88479531473016","2.65886777153999","0.608848683275397","-1.72265870281778","2.39756841675283","2.07705291370728","4.91211479152976","3.62463133845571","1.7782663818858","5.84110312315862","-1.01021790035254","6.72987841738681","2.64242958625856","2.15459564998687","2.50673826717541",
"Bahrain","BHR","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.546716299746834","-7.3896292716166","12.6351725411555","5.97212079423657","17.1369328553191","13.659167907013","14.7504019960853","13.1815996222504","-12.7462676424443","13.8451100781217","5.67331374350941","8.66879834191","8.86580994263136","-0.283337977708314","-7.30068471180751","2.08617674846165","7.70556888589347","2.9796450625994","1.1927508249625","-11.7389831461984","4.41124057912512","18.8072493474782","7.80893358617783","",
